rider_id,driver_id,city,pickup_area,dropoff_area,start_time,end_time,duration_min,distance_km,fare,rating,payment_method
R0011,D0096,Takoradi,Market Circle,Anaji,2025-10-20 11:43:00,2025-10-20 12:05:00,22,11.9,42.23,3.3,Cash
R0281,D0110,Kumasi,Bantama,Tafo,2025-04-04 17:13:00,2025-04-04 17:18:00,5,12.65,27.67,4.0,Card
R0194,D0003,Tamale,Choggu,Lamashegu,2025-03-30 11:36:00,2025-03-30 11:41:00,5,24.14,62.76,3.1,Cash
R0267,D0129,Kumasi,Adum,Ahodwo,2025-09-24 03:04:00,2025-09-24 03:41:00,37,1.74,11.96,3.3,Card
R0138,D0087,Takoradi,Anaji,Sekondi,2025-09-18 23:22:00,2025-09-18 23:36:00,14,1.56,12.7,3.9,Mobile Money
R0089,D0076,Kumasi,Adum,Tafo,2025-01-01 19:54:00,2025-01-01 20:00:00,6,7.94,34.2,3.2,Mobile Money
R0260,D0136,Takoradi,Market Circle,Anaji,2025-04-28 12:35:00,2025-04-28 13:19:00,44,23.94,58.94,4.8,Card
R0202,D0141,Takoradi,Effiakuma,Sekondi,2025-03-27 03:01:00,2025-03-27 03:46:00,45,15.47,56.78,5.0,Cash
R0183,D0146,Takoradi,Anaji,Sekondi,2025-05-20 04:02:00,2025-05-20 04:33:00,31,7.92,35.1,3.8,Cash
R0229,D0007,Tamale,Choggu,Lamashegu,2025-05-28 17:23:00,2025-05-28 18:04:00,41,10.25,30.35,4.1,Cash
R0212,D0102,Kumasi,Tafo,Ahodwo,2025-05-14 04:00:00,2025-05-14 04:45:00,45,4.7,20.25,4.1,Mobile Money
R0268,D0108,Accra,East Legon,Dansoman,2025-04-17 08:42:00,2025-04-17 09:27:00,45,19.29,71.1,3.9,Card
R0137,D0035,Tamale,Nyohini,Choggu,2025-05-26 04:49:00,2025-05-26 05:23:00,34,8.26,24.67,3.4,Card
R0295,D0133,Tamale,Nyohini,Sagnarigu,2025-09-30 23:06:00,2025-09-30 23:31:00,25,2.38,13.2,3.5,Card
R0039,D0110,Accra,Osu,Madina,2025-06-08 15:06:00,2025-06-08 15:32:00,26,24.19,73.27,3.7,Mobile Money
R0023,D0115,Takoradi,Effiakuma,Sekondi,2025-05-02 21:43:00,2025-05-02 22:03:00,20,14.93,34.55,3.9,Cash
R0137,D0032,Kumasi,Tafo,Asokwa,2025-01-15 03:03:00,2025-01-15 03:40:00,37,16.03,47.72,3.8,Card
R0115,D0182,Tamale,Lamashegu,Choggu,2025-07-05 07:34:00,2025-07-05 08:04:00,30,24.85,89.03,4.2,Mobile Money
R0087,D0170,Accra,Dansoman,Osu,2025-10-22 06:44:00,2025-10-22 07:09:00,25,14.67,50.22,3.4,Mobile Money
R0223,D0095,Tamale,Sagnarigu,Choggu,2025-04-08 22:35:00,2025-04-08 22:52:00,17,10.48,24.55,4.0,Card
R0104,D0104,Tamale,Lamashegu,Nyohini,2025-06-21 13:42:00,2025-06-21 14:03:00,21,14.03,35.44,4.9,Mobile Money
R0226,D0009,Tamale,Sagnarigu,Lamashegu,2025-08-26 18:37:00,2025-08-26 18:44:00,7,22.83,75.22,4.1,Mobile Money
R0241,D0065,Accra,Airport,Tema,2025-02-04 17:36:00,2025-02-04 17:48:00,12,21.88,48.54,4.6,Cash
R0229,D0153,Accra,Tema,Airport,2025-05-07 21:50:00,2025-05-07 22:14:00,24,4.0,22.35,3.6,Card
R0281,D0196,Accra,East Legon,Tema,2025-09-23 03:53:00,2025-09-23 04:15:00,22,22.05,84.71,3.3,Mobile Money
R0042,D0178,Kumasi,Bantama,Tafo,2025-02-22 23:44:00,2025-02-22 23:52:00,8,12.1,49.89,4.0,Mobile Money
R0181,D0073,Accra,Dansoman,Tema,2025-02-09 06:22:00,2025-02-09 06:42:00,20,21.73,68.18,3.8,Mobile Money
R0043,D0051,Kumasi,Tafo,Bantama,2025-01-08 02:39:00,2025-01-08 03:06:00,27,7.86,22.98,4.5,Cash
R0251,D0139,Tamale,Nyohini,Sagnarigu,2025-03-11 18:02:00,2025-03-11 18:21:00,19,10.28,33.93,4.0,Mobile Money
R0231,D0118,Tamale,Lamashegu,Nyohini,2025-03-25 16:06:00,2025-03-25 16:35:00,29,14.85,55.98,5.0,Mobile Money
R0170,D0164,Accra,Tema,Airport,2025-08-21 02:02:00,2025-08-21 02:32:00,30,10.78,44.01,4.5,Card
R0174,D0010,Takoradi,Anaji,Effiakuma,2025-05-05 20:48:00,2025-05-05 21:24:00,36,14.76,58.36,3.4,Mobile Money
R0051,D0137,Kumasi,Tafo,Bantama,2025-09-16 13:22:00,2025-09-16 13:39:00,17,3.62,19.61,3.9,Card
R0051,D0170,Takoradi,Sekondi,Market Circle,2025-01-17 19:11:00,2025-01-17 19:48:00,37,21.33,78.09,3.1,Cash
R0011,D0126,Accra,Airport,Madina,2025-05-11 13:17:00,2025-05-11 13:59:00,42,22.2,63.21,4.0,Card
R0170,D0162,Kumasi,Asokwa,Tafo,2025-02-28 15:06:00,2025-02-28 15:29:00,23,16.04,61.78,3.0,Card
R0125,D0112,Kumasi,Asokwa,Bantama,2025-03-02 00:19:00,2025-03-02 00:40:00,21,12.44,43.77,4.4,Cash
R0162,D0129,Kumasi,Adum,Tafo,2025-03-01 14:29:00,2025-03-01 15:01:00,32,17.62,39.17,3.6,Cash
R0284,D0006,Tamale,Lamashegu,Sagnarigu,2025-01-17 14:27:00,2025-01-17 14:35:00,8,9.61,37.88,3.6,Mobile Money
R0015,D0194,Kumasi,Ahodwo,Tafo,2025-03-06 22:53:00,2025-03-06 23:28:00,35,6.06,28.69,3.0,Mobile Money
R0019,D0152,Tamale,Sagnarigu,Nyohini,2025-04-03 08:58:00,2025-04-03 09:16:00,18,24.95,79.2,4.7,Mobile Money
R0279,D0017,Tamale,Nyohini,Lamashegu,2025-01-31 08:15:00,2025-01-31 08:58:00,43,8.07,20.34,4.5,Card
R0264,D0103,Takoradi,Sekondi,Effiakuma,2025-01-15 11:38:00,2025-01-15 11:44:00,6,21.02,70.66,3.3,Card
R0237,D0158,Takoradi,Anaji,Market Circle,2025-03-13 14:31:00,2025-03-13 14:46:00,15,19.08,65.96,4.3,Mobile Money
R0009,D0129,Takoradi,Sekondi,Effiakuma,2025-07-26 00:32:00,2025-07-26 01:13:00,41,19.39,69.89,4.2,Card
R0213,D0154,Takoradi,Market Circle,Sekondi,2025-10-28 13:17:00,2025-10-28 13:38:00,21,3.13,15.75,3.2,Cash
R0212,D0097,Kumasi,Asokwa,Bantama,2025-09-24 08:14:00,2025-09-24 08:25:00,11,10.78,32.95,3.1,Card
R0187,D0085,Tamale,Choggu,Nyohini,2025-07-16 10:51:00,2025-07-16 11:06:00,15,9.37,24.14,4.6,Card
R0154,D0087,Accra,Tema,Airport,2025-08-23 03:18:00,2025-08-23 03:56:00,38,23.74,49.04,4.9,Card
R0283,D0049,Takoradi,Sekondi,Effiakuma,2025-01-28 04:50:00,2025-01-28 05:24:00,34,13.54,36.42,3.2,Mobile Money
R0197,D0059,Kumasi,Asokwa,Tafo,2025-01-18 16:07:00,2025-01-18 16:36:00,29,13.01,48.19,4.4,Mobile Money
R0143,D0010,Kumasi,Ahodwo,Asokwa,2025-05-24 11:13:00,2025-05-24 11:58:00,45,2.21,11.64,3.8,Mobile Money
R0101,D0037,Accra,Osu,East Legon,2025-03-22 12:30:00,2025-03-22 12:48:00,18,8.09,25.89,3.6,Cash
R0102,D0197,Kumasi,Ahodwo,Adum,2025-08-21 11:23:00,2025-08-21 11:46:00,23,20.28,76.11,3.8,Cash
R0268,D0183,Kumasi,Bantama,Ahodwo,2025-07-09 05:52:00,2025-07-09 06:10:00,18,22.75,56.75,4.0,Mobile Money
R0177,D0001,Kumasi,Asokwa,Bantama,2025-09-07 03:20:00,2025-09-07 03:48:00,28,6.42,25.85,5.0,Card
R0208,D0124,Accra,Madina,Dansoman,2025-01-18 23:48:00,2025-01-19 00:23:00,35,15.48,44.3,4.3,Mobile Money
R0123,D0186,Tamale,Sagnarigu,Choggu,2025-04-15 00:44:00,2025-04-15 01:16:00,32,3.95,20.95,4.0,Cash
R0166,D0186,Accra,East Legon,Airport,2025-05-04 05:51:00,2025-05-04 06:07:00,16,11.78,41.47,4.2,Mobile Money
R0174,D0127,Tamale,Lamashegu,Nyohini,2025-01-01 14:01:00,2025-01-01 14:21:00,20,2.72,15.79,3.5,Cash
R0060,D0014,Kumasi,Tafo,Ahodwo,2025-05-07 19:32:00,2025-05-07 20:16:00,44,18.13,65.02,4.6,Card
R0223,D0195,Kumasi,Adum,Tafo,2025-04-19 01:24:00,2025-04-19 02:05:00,41,14.26,44.23,3.3,Card
R0051,D0046,Tamale,Nyohini,Lamashegu,2025-09-15 15:52:00,2025-09-15 16:10:00,18,19.61,48.06,4.0,Mobile Money
R0051,D0191,Accra,Dansoman,Airport,2025-02-28 00:25:00,2025-02-28 00:31:00,6,7.82,23.82,4.3,Card
R0180,D0196,Kumasi,Bantama,Asokwa,2025-05-17 13:26:00,2025-05-17 13:49:00,23,2.3,14.89,3.6,Card
R0139,D0004,Tamale,Sagnarigu,Nyohini,2025-02-09 01:42:00,2025-02-09 02:22:00,40,1.0,10.52,3.1,Mobile Money
R0222,D0036,Kumasi,Asokwa,Bantama,2025-01-18 11:26:00,2025-01-18 11:31:00,5,7.63,30.23,3.1,Card
R0028,D0045,Kumasi,Adum,Asokwa,2025-07-31 10:31:00,2025-07-31 11:08:00,37,21.14,39.87,3.5,Mobile Money
R0063,D0057,Kumasi,Ahodwo,Bantama,2025-08-30 16:58:00,2025-08-30 17:16:00,18,18.78,48.05,3.2,Cash
R0015,D0082,Takoradi,Sekondi,Anaji,2025-05-10 10:39:00,2025-05-10 10:59:00,20,9.65,27.69,4.7,Cash
R0231,D0069,Tamale,Choggu,Nyohini,2025-01-08 22:40:00,2025-01-08 23:19:00,39,8.52,34.22,4.8,Cash
R0171,D0197,Takoradi,Sekondi,Anaji,2025-06-24 03:59:00,2025-06-24 04:18:00,19,11.41,45.88,3.8,Mobile Money
R0255,D0014,Kumasi,Bantama,Adum,2025-03-19 01:45:00,2025-03-19 01:53:00,8,24.14,48.52,4.4,Cash
R0091,D0067,Takoradi,Market Circle,Effiakuma,2025-05-10 17:01:00,2025-05-10 17:32:00,31,12.85,37.24,4.3,Mobile Money
R0114,D0143,Takoradi,Anaji,Market Circle,2025-09-20 08:14:00,2025-09-20 08:46:00,32,17.89,34.99,3.3,Cash
R0188,D0071,Tamale,Lamashegu,Choggu,2025-10-12 17:11:00,2025-10-12 17:33:00,22,18.11,59.3,4.9,Cash
R0254,D0052,Takoradi,Anaji,Market Circle,2025-05-24 06:52:00,2025-05-24 07:17:00,25,19.26,73.51,4.4,Card
R0268,D0118,Tamale,Lamashegu,Sagnarigu,2025-08-04 23:17:00,2025-08-04 23:22:00,5,8.15,21.94,4.6,Card
R0002,D0113,Accra,Airport,East Legon,2025-08-10 14:52:00,2025-08-10 15:25:00,33,16.46,36.28,3.7,Card
R0182,D0035,Accra,East Legon,Airport,2025-02-12 00:57:00,2025-02-12 01:18:00,21,23.96,69.92,3.9,Mobile Money
R0182,D0065,Takoradi,Sekondi,Effiakuma,2025-09-25 16:49:00,2025-09-25 17:31:00,42,11.98,30.97,3.7,Card
R0028,D0132,Accra,Osu,Madina,2025-09-05 13:43:00,2025-09-05 14:02:00,19,9.88,25.85,4.5,Mobile Money
R0221,D0029,Tamale,Nyohini,Lamashegu,2025-04-30 13:04:00,2025-04-30 13:12:00,8,11.0,42.59,4.7,Mobile Money
R0299,D0048,Accra,Madina,Tema,2025-09-23 14:29:00,2025-09-23 14:34:00,5,6.09,27.14,3.9,Cash
R0258,D0039,Tamale,Choggu,Sagnarigu,2025-07-29 09:10:00,2025-07-29 09:46:00,36,22.12,50.72,4.4,Cash
R0282,D0002,Kumasi,Tafo,Adum,2025-03-12 13:30:00,2025-03-12 13:52:00,22,15.59,40.59,3.3,Mobile Money
R0103,D0134,Accra,East Legon,Airport,2025-03-29 17:56:00,2025-03-29 18:41:00,45,16.64,59.54,3.6,Card
R0272,D0130,Takoradi,Sekondi,Market Circle,2025-03-23 03:08:00,2025-03-23 03:43:00,35,16.48,45.74,4.4,Cash
R0187,D0199,Accra,Tema,Airport,2025-08-18 23:46:00,2025-08-19 00:20:00,34,5.78,28.96,3.6,Cash
R0006,D0094,Accra,Madina,East Legon,2025-06-14 09:44:00,2025-06-14 10:00:00,16,9.83,25.89,3.2,Mobile Money
R0071,D0152,Kumasi,Adum,Asokwa,2025-03-21 02:41:00,2025-03-21 03:16:00,35,13.38,35.23,4.7,Cash
R0155,D0117,Takoradi,Anaji,Sekondi,2025-03-21 18:25:00,2025-03-21 18:41:00,16,1.35,11.05,3.7,Card
R0022,D0122,Accra,Dansoman,Osu,2025-09-05 12:33:00,2025-09-05 12:42:00,9,1.46,12.55,3.8,Card
R0042,D0051,Takoradi,Market Circle,Sekondi,2025-05-12 17:46:00,2025-05-12 18:20:00,34,12.83,37.62,4.1,Cash
R0160,D0048,Kumasi,Tafo,Ahodwo,2025-04-26 02:09:00,2025-04-26 02:52:00,43,15.28,31.22,3.9,Mobile Money
R0293,D0086,Kumasi,Tafo,Bantama,2025-04-18 22:38:00,2025-04-18 23:02:00,24,24.12,69.22,4.4,Card
R0112,D0039,Takoradi,Market Circle,Effiakuma,2025-05-18 20:24:00,2025-05-18 20:41:00,17,8.48,33.85,4.5,Card
R0155,D0053,Kumasi,Adum,Tafo,2025-10-03 13:03:00,2025-10-03 13:14:00,11,13.51,54.64,3.3,Card
R0291,D0189,Takoradi,Anaji,Effiakuma,2025-02-06 16:38:00,2025-02-06 16:53:00,15,1.41,12.29,4.6,Mobile Money
R0283,D0068,Tamale,Choggu,Nyohini,2025-10-01 17:38:00,2025-10-01 17:53:00,15,3.88,15.88,3.0,Mobile Money
R0121,D0078,Kumasi,Bantama,Asokwa,2025-03-08 15:16:00,2025-03-08 15:23:00,7,8.04,32.49,4.0,Cash
R0008,D0027,Accra,Osu,Dansoman,2025-06-21 13:46:00,2025-06-21 14:31:00,45,9.35,30.98,3.0,Card
R0141,D0178,Accra,Tema,Dansoman,2025-03-28 14:03:00,2025-03-28 14:23:00,20,8.2,32.9,4.9,Mobile Money
R0220,D0159,Tamale,Lamashegu,Nyohini,2025-07-29 17:27:00,2025-07-29 17:56:00,29,21.33,41.0,4.8,Cash
R0239,D0134,Kumasi,Ahodwo,Asokwa,2025-07-03 12:27:00,2025-07-03 13:09:00,42,19.8,68.6,3.9,Card
R0282,D0169,Kumasi,Bantama,Adum,2025-03-19 12:14:00,2025-03-19 12:49:00,35,10.55,30.22,3.1,Card
R0285,D0012,Tamale,Nyohini,Choggu,2025-08-13 20:53:00,2025-08-13 21:26:00,33,6.48,20.92,4.0,Mobile Money
R0300,D0050,Kumasi,Adum,Tafo,2025-10-25 17:58:00,2025-10-25 18:20:00,22,18.94,54.36,3.1,Cash
R0269,D0015,Takoradi,Market Circle,Effiakuma,2025-04-26 21:00:00,2025-04-26 21:22:00,22,23.99,89.22,4.6,Mobile Money
R0018,D0016,Takoradi,Sekondi,Anaji,2025-05-06 15:25:00,2025-05-06 15:44:00,19,24.79,72.18,4.9,Mobile Money
R0116,D0186,Accra,East Legon,Dansoman,2025-05-05 13:00:00,2025-05-05 13:15:00,15,2.81,16.27,3.5,Card
R0062,D0051,Accra,Airport,Dansoman,2025-04-07 16:31:00,2025-04-07 17:00:00,29,5.7,20.16,4.2,Cash
R0046,D0037,Kumasi,Asokwa,Adum,2025-05-04 23:22:00,2025-05-04 23:45:00,23,19.75,60.47,3.3,Mobile Money
R0081,D0154,Kumasi,Asokwa,Adum,2025-06-15 10:19:00,2025-06-15 10:24:00,5,20.47,64.74,3.8,Card
R0148,D0190,Kumasi,Ahodwo,Asokwa,2025-05-17 06:45:00,2025-05-17 07:25:00,40,17.18,42.7,3.7,Card
R0170,D0156,Kumasi,Adum,Tafo,2025-06-28 04:20:00,2025-06-28 04:50:00,30,23.02,55.9,3.9,Cash
R0064,D0031,Kumasi,Adum,Tafo,2025-02-27 04:43:00,2025-02-27 04:53:00,10,22.36,73.19,3.1,Cash
R0055,D0022,Kumasi,Tafo,Ahodwo,2025-10-10 01:59:00,2025-10-10 02:06:00,7,4.54,14.88,4.3,Cash
R0014,D0043,Kumasi,Adum,Tafo,2025-03-03 05:41:00,2025-03-03 06:01:00,20,11.74,28.76,4.9,Mobile Money
R0071,D0174,Takoradi,Effiakuma,Market Circle,2025-10-04 23:59:00,2025-10-05 00:24:00,25,13.71,35.2,4.0,Card
R0203,D0007,Accra,Airport,Dansoman,2025-02-08 07:20:00,2025-02-08 07:32:00,12,17.31,38.6,3.5,Mobile Money
R0251,D0180,Tamale,Sagnarigu,Choggu,2025-10-09 06:51:00,2025-10-09 07:16:00,25,20.37,57.28,4.1,Card
R0042,D0001,Accra,Osu,Airport,2025-03-25 02:34:00,2025-03-25 02:47:00,13,11.39,28.09,3.3,Cash
R0169,D0003,Accra,East Legon,Airport,2025-10-25 11:08:00,2025-10-25 11:13:00,5,11.69,32.43,3.1,Card
R0283,D0015,Takoradi,Effiakuma,Sekondi,2025-04-08 05:52:00,2025-04-08 06:16:00,24,21.25,81.58,4.6,Card
R0147,D0160,Tamale,Sagnarigu,Choggu,2025-01-02 22:28:00,2025-01-02 22:46:00,18,21.49,50.64,4.9,Mobile Money
R0244,D0106,Tamale,Sagnarigu,Nyohini,2025-07-29 23:15:00,2025-07-29 23:37:00,22,5.73,27.5,5.0,Card
R0190,D0120,Tamale,Nyohini,Choggu,2025-07-27 03:58:00,2025-07-27 04:05:00,7,18.08,70.6,4.1,Mobile Money
R0157,D0036,Kumasi,Bantama,Adum,2025-08-03 00:38:00,2025-08-03 01:01:00,23,7.23,25.16,4.2,Cash
R0163,D0150,Takoradi,Effiakuma,Market Circle,2025-04-23 09:23:00,2025-04-23 09:44:00,21,2.75,15.55,5.0,Card
R0032,D0168,Takoradi,Market Circle,Sekondi,2025-05-26 10:19:00,2025-05-26 10:37:00,18,5.56,25.15,4.8,Card
R0108,D0047,Kumasi,Adum,Ahodwo,2025-09-14 10:36:00,2025-09-14 10:50:00,14,23.65,88.89,4.0,Mobile Money
R0219,D0168,Kumasi,Adum,Ahodwo,2025-06-25 17:53:00,2025-06-25 18:06:00,13,24.46,81.74,3.3,Card
R0224,D0116,Tamale,Choggu,Sagnarigu,2025-04-08 00:28:00,2025-04-08 01:06:00,38,12.45,44.56,3.5,Cash
R0215,D0142,Takoradi,Sekondi,Anaji,2025-06-27 18:43:00,2025-06-27 18:54:00,11,16.37,54.38,3.3,Cash
R0149,D0021,Tamale,Sagnarigu,Nyohini,2025-03-30 01:13:00,2025-03-30 01:24:00,11,14.56,52.31,4.0,Card
R0246,D0199,Accra,Osu,Madina,2025-01-31 06:13:00,2025-01-31 06:37:00,24,1.29,11.96,3.7,Mobile Money
R0026,D0019,Tamale,Nyohini,Sagnarigu,2025-01-30 00:56:00,2025-01-30 01:22:00,26,23.23,53.47,4.3,Mobile Money
R0021,D0108,Tamale,Lamashegu,Sagnarigu,2025-02-24 21:39:00,2025-02-24 22:11:00,32,6.33,21.57,4.7,Mobile Money
R0241,D0011,Takoradi,Anaji,Sekondi,2025-04-05 23:29:00,2025-04-06 00:02:00,33,18.49,39.26,3.9,Mobile Money
R0004,D0002,Accra,Dansoman,Tema,2025-05-02 00:00:00,2025-05-02 00:17:00,17,1.7,14.19,4.3,Card
R0189,D0102,Tamale,Lamashegu,Nyohini,2025-08-14 12:09:00,2025-08-14 12:34:00,25,3.84,15.98,3.8,Card
R0015,D0102,Kumasi,Ahodwo,Adum,2025-10-20 20:06:00,2025-10-20 20:32:00,26,23.07,88.43,3.1,Mobile Money
R0021,D0077,Kumasi,Ahodwo,Tafo,2025-05-01 23:19:00,2025-05-02 00:00:00,41,19.26,51.21,3.8,Mobile Money
R0022,D0043,Tamale,Nyohini,Choggu,2025-08-09 04:22:00,2025-08-09 04:58:00,36,19.1,71.73,4.9,Mobile Money
R0005,D0021,Accra,Dansoman,Madina,2025-02-11 04:17:00,2025-02-11 04:33:00,16,14.85,42.88,4.6,Cash
R0235,D0156,Takoradi,Sekondi,Anaji,2025-10-13 18:49:00,2025-10-13 19:17:00,28,7.02,26.45,3.7,Card
R0270,D0174,Tamale,Nyohini,Lamashegu,2025-04-09 18:56:00,2025-04-09 19:09:00,13,16.76,41.2,3.4,Cash
R0216,D0024,Accra,Osu,East Legon,2025-07-11 06:55:00,2025-07-11 07:12:00,17,23.04,49.25,4.0,Card
R0185,D0087,Tamale,Sagnarigu,Lamashegu,2025-02-20 21:13:00,2025-02-20 21:53:00,40,6.3,17.94,3.1,Card
R0039,D0103,Accra,Tema,Osu,2025-09-02 01:20:00,2025-09-02 01:38:00,18,5.21,26.85,3.6,Mobile Money
R0138,D0054,Kumasi,Ahodwo,Tafo,2025-03-10 22:30:00,2025-03-10 22:42:00,12,23.81,71.41,3.9,Mobile Money
R0006,D0006,Takoradi,Market Circle,Anaji,2025-09-29 03:35:00,2025-09-29 03:49:00,14,14.92,45.8,4.5,Cash
R0073,D0091,Tamale,Sagnarigu,Lamashegu,2025-03-30 07:51:00,2025-03-30 07:59:00,8,7.78,25.16,4.8,Card
R0166,D0109,Accra,Airport,Dansoman,2025-10-15 08:10:00,2025-10-15 08:25:00,15,23.71,87.89,3.8,Card
R0003,D0191,Tamale,Choggu,Sagnarigu,2025-04-16 13:45:00,2025-04-16 14:19:00,34,19.73,56.39,4.0,Mobile Money
R0216,D0089,Tamale,Choggu,Nyohini,2025-10-28 12:08:00,2025-10-28 12:15:00,7,5.91,23.85,3.4,Card
R0089,D0023,Accra,Madina,Tema,2025-08-18 10:15:00,2025-08-18 10:51:00,36,8.96,38.76,3.4,Mobile Money
R0001,D0009,Accra,Tema,East Legon,2025-08-25 14:12:00,2025-08-25 14:30:00,18,2.71,14.44,4.9,Card
R0028,D0112,Kumasi,Bantama,Adum,2025-10-17 06:39:00,2025-10-17 07:17:00,38,13.17,38.54,4.6,Cash
R0045,D0113,Tamale,Choggu,Nyohini,2025-08-01 22:23:00,2025-08-01 23:08:00,45,21.06,53.58,4.4,Card
R0250,D0179,Accra,Dansoman,Airport,2025-03-28 11:57:00,2025-03-28 12:20:00,23,19.51,64.81,3.3,Cash
R0273,D0044,Accra,Osu,Airport,2025-03-15 01:41:00,2025-03-15 01:59:00,18,22.02,66.77,3.6,Card
R0247,D0154,Takoradi,Market Circle,Sekondi,2025-07-13 04:34:00,2025-07-13 04:47:00,13,11.21,25.66,3.3,Cash
R0278,D0026,Kumasi,Asokwa,Adum,2025-02-17 14:58:00,2025-02-17 15:07:00,9,19.37,37.06,3.8,Mobile Money
R0090,D0084,Tamale,Lamashegu,Choggu,2025-01-02 13:13:00,2025-01-02 13:44:00,31,13.54,29.79,4.9,Mobile Money
R0275,D0001,Accra,Airport,Osu,2025-08-13 02:02:00,2025-08-13 02:44:00,42,6.43,23.56,3.6,Card
R0270,D0144,Tamale,Choggu,Lamashegu,2025-07-09 16:09:00,2025-07-09 16:35:00,26,6.53,17.81,4.5,Mobile Money
R0192,D0076,Accra,Airport,Madina,2025-03-02 05:55:00,2025-03-02 06:16:00,21,24.2,57.16,4.3,Mobile Money
R0179,D0174,Takoradi,Effiakuma,Anaji,2025-07-29 03:22:00,2025-07-29 03:29:00,7,18.81,68.13,3.8,Mobile Money
R0024,D0179,Kumasi,Ahodwo,Bantama,2025-05-04 21:55:00,2025-05-04 22:08:00,13,8.27,25.79,4.4,Cash
R0211,D0200,Takoradi,Anaji,Effiakuma,2025-05-30 03:48:00,2025-05-30 03:57:00,9,20.6,46.38,3.7,Cash
R0215,D0153,Accra,East Legon,Airport,2025-02-25 14:08:00,2025-02-25 14:19:00,11,22.65,80.52,5.0,Mobile Money
R0293,D0042,Tamale,Lamashegu,Sagnarigu,2025-10-16 08:55:00,2025-10-16 09:36:00,41,19.1,51.67,4.2,Mobile Money
R0052,D0103,Accra,Osu,Madina,2025-06-06 14:17:00,2025-06-06 14:55:00,38,16.86,37.94,4.1,Mobile Money
R0218,D0027,Tamale,Lamashegu,Sagnarigu,2025-08-31 20:54:00,2025-08-31 21:02:00,8,18.02,41.06,4.6,Card
R0039,D0193,Accra,Dansoman,East Legon,2025-05-16 23:05:00,2025-05-16 23:50:00,45,15.01,61.1,3.1,Card
R0079,D0031,Accra,Madina,Osu,2025-09-27 07:43:00,2025-09-27 08:13:00,30,7.37,29.92,3.6,Card
R0239,D0154,Tamale,Sagnarigu,Nyohini,2025-07-02 08:41:00,2025-07-02 09:08:00,27,18.15,62.78,3.2,Mobile Money
R0223,D0158,Kumasi,Tafo,Adum,2025-03-25 10:29:00,2025-03-25 10:47:00,18,13.33,41.56,3.7,Mobile Money
R0213,D0014,Kumasi,Asokwa,Ahodwo,2025-07-12 18:40:00,2025-07-12 19:04:00,24,23.39,81.8,4.4,Mobile Money
R0057,D0079,Takoradi,Effiakuma,Sekondi,2025-07-30 14:24:00,2025-07-30 14:47:00,23,18.14,51.96,4.8,Mobile Money
R0064,D0196,Kumasi,Adum,Bantama,2025-01-24 07:22:00,2025-01-24 07:40:00,18,17.67,60.27,4.7,Card
R0279,D0152,Takoradi,Anaji,Effiakuma,2025-06-05 07:29:00,2025-06-05 07:38:00,9,7.58,31.61,3.4,Card
R0050,D0192,Accra,East Legon,Dansoman,2025-02-06 10:01:00,2025-02-06 10:37:00,36,9.29,30.17,5.0,Mobile Money
R0293,D0200,Kumasi,Adum,Ahodwo,2025-08-20 09:34:00,2025-08-20 10:06:00,32,21.56,70.57,4.5,Card
R0102,D0158,Accra,Tema,Airport,2025-02-28 19:45:00,2025-02-28 19:56:00,11,14.49,59.18,4.0,Card
R0228,D0192,Tamale,Choggu,Sagnarigu,2025-07-03 09:57:00,2025-07-03 10:40:00,43,10.13,26.5,4.6,Card
R0094,D0123,Takoradi,Effiakuma,Sekondi,2025-01-19 17:32:00,2025-01-19 17:59:00,27,18.63,50.27,3.1,Mobile Money
R0181,D0036,Takoradi,Sekondi,Effiakuma,2025-05-23 01:21:00,2025-05-23 01:30:00,9,21.14,40.19,4.4,Mobile Money
R0162,D0065,Kumasi,Tafo,Asokwa,2025-07-30 12:34:00,2025-07-30 12:56:00,22,24.29,65.7,3.5,Card
R0153,D0111,Accra,Airport,Tema,2025-01-10 00:49:00,2025-01-10 01:29:00,40,17.92,66.17,4.1,Mobile Money
R0147,D0154,Kumasi,Asokwa,Tafo,2025-03-18 23:25:00,2025-03-18 23:41:00,16,24.21,46.82,4.0,Card
R0105,D0095,Takoradi,Sekondi,Anaji,2025-06-25 14:42:00,2025-06-25 15:15:00,33,18.24,66.83,3.4,Cash
R0034,D0107,Tamale,Choggu,Nyohini,2025-09-02 01:39:00,2025-09-02 01:50:00,11,20.2,60.63,3.8,Mobile Money
R0251,D0033,Accra,Dansoman,Airport,2025-05-12 13:35:00,2025-05-12 14:01:00,26,4.16,23.44,3.3,Mobile Money
R0289,D0003,Tamale,Sagnarigu,Nyohini,2025-06-20 21:16:00,2025-06-20 21:59:00,43,8.43,25.54,4.7,Mobile Money
